text,label
【中国电信】5G套餐大放价！每月仅19元即享100GB通用流量和300分钟通话时长，点此链接一键办理 c.tb.cn/X... 退订回T,低优先级/垃圾
美团：您的外卖订单【XX烤肉饭】（尾号1122）骑手已取餐，正火速向您飞奔而来，预计还有12分钟送达。🙂,中优先级
【中国移动】温馨提示：截至今日16:00，您本月套餐内高速流量仅剩 1.2GB，超出后将降速或产生套餐外费用。,中优先级
QQ邮箱：您有一封来自“前程无忧”的新邮件，主题：Re: 关于贵公司“数据分析师”岗位的咨询 - 王小明。,中优先级
高中同学群 (23) | 李雷：@韩梅梅 你的婚礼照片拍得太美了！啥时候有空出来聚聚？🙂,中优先级
"飞书：张三在""Q3产品规划文档""中提到了你，请及时处理。",中优先级
【微信支付】您收到一笔来自“李思”的转账，金额¥200.00，已存入您的零钱。,高优先级
【Bilibili】您正在登录哔哩哔哩，验证码：551948，15分钟内有效。该验证码仅用于身份验证，请勿泄露给他人。,高优先级
招商银行: 尊敬的客户，您的“闪电贷”资格已更新！最高可借20万，年化利率低至7.2%，快来测测您的额度吧！ https://t.cn/AbcDEf,低优先级/垃圾
【Apple ID】您的 Apple ID 验证码是：748201。请勿与他人分享。,高优先级
【招商银行】尊敬的客户，诚邀您体验我行“闪电贷”业务，最高额度30万，利率低至3.6%，线上申请，即刻到账！详情戳 t.cn/AbcDE1 退订回T,低优先级/垃圾
系统更新: 检测到新的 iOS 17.2.1 更新。本次更新包含重要的错误修复和安全更新，建议所有用户安装。,中优先级
【中国移动】截至今天18点，您本月套餐内高速流量仅剩100MB，超出后将降速。,中优先级
电话：您有1个来自+852开头的未知号码的未接来电。时间：昨天 17:42,高优先级
Apple ID：您的 Apple ID 已在位于北京市的一台新 Mac 上登录。如果这不是您本人操作，请立即前往 appleid.apple.com 更改密码。,中优先级
系统更新：检测到新的系统版本 iOS 16.5.1，本次更新包含了重要的安全性修复，建议您尽快安装。,中优先级
"【招商银行】尊敬的王先生，您尾号6733的信用卡消费人民币2,500.00元，交易详情可登录App查看。谨防诈骗。",高优先级
设置: 系统软件更新：iOS 17.5 现已可用，包含重要的错误修复和安全更新。建议您在连接Wi-Fi时下载并安装。,中优先级
飞书审批: 您提交的“Q4季度物料采购申请”已由 王总 审批通过。,中优先级
【中国联通】5G套餐大升级！每月仅需99元享100GB超大流量和1000分钟通话，回复“88”即可办理，畅享极速网络！,低优先级/垃圾
【美团】周末特惠！您的5元外卖通用红包已到账，超多美食满20可用，戳我下单>> https://meituan.com/h5,低优先级/垃圾
系统通知：存储空间即将用尽。您的手机存储空间仅剩 512MB，可能会影响应用正常运行，请及时清理。,中优先级
未接来电：您有1个来自+86138********的未接来电。时间：刚刚,高优先级
[拼多多] 帮我点一下！就差你了！😭 我发现了一个超值商品，快来拼！https://p.dd.com/xyz123,低优先级/垃圾
中国联通：5G升级特惠！每月仅需19元即可畅享10GB高速流量包，回复“是”立即办理，畅游网络新时代！,低优先级/垃圾
支付宝：您尾号8888的储蓄卡于13:45支出158.00元，用于美团外卖订单。,高优先级
Google：您的帐号（user***@gmail.com）刚刚在一台新的 Windows 设备上登录。如果这不是您本人操作，请立即检查您的帐号活动。,中优先级
【抖音】验证码 819324，用于登录你的账号。10分钟内有效，请勿告知他人。,高优先级
电话 | 您有1个来自 10010 的未接来电（2分钟前）。,中优先级
Steam: Your account has just been used to sign in from a new computer or web browser. The Steam Guard code is JX3V4.,高优先级
【中国移动】📱5G新机特惠！办理58元融合套餐，享千兆宽带，更有机会0元购机！回复“88”了解详情，退订回T。,低优先级/垃圾
李雷(大学同学群): @所有人 周末有没有一起去爬山的？风景超好！有兴趣的群里接龙报名啊！🏞️,低优先级/垃圾
【微信支付】收款到账通知：微信支付收款到账 ¥500.00，付款方：王小明。,高优先级
【京东物流】您的包裹已放入小区门口的京东快递柜，取件码：A-102-1234。请在24小时内凭码取出，谢谢！📦,中优先级
[哔哩哔哩] 您的登录动态码为：882015，该验证码在10分钟内有效，请勿将验证码泄露于他人。,高优先级
【携程旅行】尊敬的旅客，您预订的CA1832航班（北京-上海）即将开始登机，请尽快前往B23登机口。,高优先级
微博：您关注的博主“科技美学”发布了新动态：刚刚,中优先级
Google：【安全警报】我们侦测到您的帐号在一部新的 Windows 设备上登录。如果这不是您本人操作，请立即检查您的帐号活动。,高优先级
【顺丰速运】您的快件 SF123...890 已被放置在XX小区3栋丰巢快递柜，取件码：A-1234-56。请凭码在48小时内取出，谢谢。,中优先级
Apple ID：您的 Apple ID (j***@icloud.com) 于 北京 附近被用于在一台新的 Mac 上登录。如非本人操作，请立即找回密码。,中优先级
美团外卖：【专享红包】送您20元外卖通用红包已到账，今日可用，点此查看>> meituan.com/hongbao,低优先级/垃圾
【中国移动】您的验证码为 832045，用于办理流量叠加包业务，10分钟内有效，请勿泄露。,高优先级
日历：[项目周会] 将在15分钟后开始，会议地点：3号会议室。,高优先级
Apple ID: 您的 Apple ID 验证码是：748291。请勿与他人分享。此代码将在 10 分钟后失效。,高优先级
人事：【通知】关于2024年国庆节放假安排的通知已发布至公司公告栏，请各位同事查阅并提前安排好工作。,中优先级
[建设银行] 龙卡信用卡积分兑换好礼活动进行中！戴森吹风机、苹果耳机等您拿，立即参与！,低优先级/垃圾
【日程提醒】会议“Q4项目复盘会”即将在15分钟后（今天 15:00）开始，会议室：301会议室。https://meeting.feishu.cn/j/xxxx,高优先级
建设银行：🎉龙卡星期六，优惠再升级！持卡在指定商户消费享5折优惠，名额有限，先到先得！,低优先级/垃圾
招商银行：【理财推荐】“朝朝宝”产品再升级，七日年化收益率达3.1%！让您的活钱赚更多，点击了解详情 cmb.cn/s/abcd。退订回TD,低优先级/垃圾
菜鸟：您的快递已由本人签收。感谢您使用菜鸟服务，期待再次为您服务！🙂,中优先级
QQ: [大学同学群] (3条新消息) 张三：大家周末有空出来聚个餐吗？,中优先级
【京东物流】很抱歉，由于交通管制，您的订单987654321预计将延迟1天送达。给您带来不便，敬请谅解。,中优先级
淘宝 | 🔥您关注的店铺“XX数码旗舰店”正在直播！iPhone 15 Pro直降500，仅限今晚，点击进入直播间 >>,低优先级/垃圾
【携程旅行】尊敬的旅客，您预订的HU7801航班（北京-上海）即将于2小时后开始登机，请您尽快前往B23登机口。,高优先级
【中国建设银行】快贷额度恢复提醒！您有一笔专属快贷额度已更新，资金周转不用愁，年化利率低至3.85%，随借随还，点击立即查看。,低优先级/垃圾
【携程旅行】✈️ 起飞提醒：旅客您好，您的航班 HU7603（北京-深圳）计划于 2 小时后起飞，建议您尽快完成安检，前往 23A 登机口候机。,高优先级
【建设银行】龙卡信用卡推荐办理！我行推出新款航空联名卡，享里程加速累积、贵宾厅服务等专属权益。年费可免，详情戳 ccbfans.com/card_promo,低优先级/垃圾
Apple ID 安全提示：您的 Apple ID (j...n@email.com) 刚刚被用于在一台新的 Windows 设备上登录。如果您未授权此操作，请立即前往 appleid.apple.com 重设密码。,高优先级
【企业微信】行政部：关于公司下午茶升级的问卷调查，请大家在今天下班前填写，感谢配合！链接：https://qy.weixin.qq.com/...,中优先级
[Steam] Here is the Steam Guard one-time code you need to login: 5JFNM,高优先级
B站：您关注的UP主“电影最TOP”更新了视频：《一口气看完xxx》，快来一键三连吧！,低优先级/垃圾
Google 安全提醒：刚刚有新的 Windows 设备登录了您的帐号 li****@gmail.com。如果不是您本人操作，请立即检查活动。,中优先级
[中国移动] 温馨提示：截至今日10:00，您本月套餐内高速流量仅剩1.02GB，超出后将降速。,中优先级
【中国移动】温馨提示：截至今日18点，您本月已用流量45.8GB，剩余4.2GB。超出后将按套外资费标准计费。,中优先级
[携程旅行] 航班起飞提醒：您预订的 CA1501 (北京-上海) 航班将于今天 19:30 起飞，请您尽快办理登机手续。,高优先级
顺丰速运：寄件福利大放送！现在下单寄大件，即享首重8折优惠，新用户更有惊喜礼包。详情戳：sf-url.com/promo,低优先级/垃圾
电话：您有 1 个来自“老板”的未接来电（2分钟前）。,高优先级
【支付宝】您的账户于 14:52 成功收款 888.00 元。对方：张三,高优先级
"【招商银行】您尾号8841的信用卡账户于11月2日09:15消费支出人民币1,268.00元，如非本人操作请立即致电95555。",高优先级
10086：【中国移动】动态码：592843，您正在办理“和多号”业务，有效期3分钟，请勿泄露。,高优先级
【中国移动】流量告急？别担心！现在办理19元20GB特惠流量包，畅享高速网络。回复“88”立即办理。,低优先级/垃圾
【抖音】验证码 8825，您正在进行登录操作，切勿将验证码泄露于他人。该验证码10分钟内有效。,高优先级
电话：您有 1 个来自 “老板” 的未接来电，回拨请点击。,高优先级
【中国移动】尊敬的客户，您正在申请一项付费业务，动态码为889163，请勿泄露。此码3分钟内有效。,高优先级
钉钉 - 人事行政部：关于五一劳动节放假安排的通知已发布，请各位同事在“公告”中查阅详情并做好工作安排。,中优先级
中国移动 | 尊敬的5G用户，推荐您办理29元“移动云盘”会员，享超大空间和极速传输，首月仅1元！点 a.10086.cn/c/x 订购。,低优先级/垃圾
老板：那个新功能的PRD文档下午三点前发我看一下，抓紧。,中优先级
钉钉 | 会议提醒：[项目周会] 将在 10 分钟后（今天 10:00）开始，请准时参加。会议室：301会议室,高优先级
【菜鸟】您的快递已放入小区3栋楼下快递柜C-05格，取件码857241，请凭码取件。,中优先级
【Google】您的 Google 验证码是 G-748201。请勿与任何人分享此验证码。,高优先级
人事：【通知】关于2024年公司年会的具体安排已发至全员邮箱，请大家查阅并于周五前填写餐食偏好问卷。,中优先级
妈妈：晚上回家吃饭吗？我做了你爱吃的红烧肉。,中优先级
微信：[幸福里小区拼单群] 团长-小美：@所有人 水果团购明天到货，请大家准备好零钱来楼下取哦！,低优先级/垃圾
【Google】G-288391 is your Google verification code. This code will expire in 10 minutes.,高优先级
顺丰速运：您的快件（SF100...）已放入丰巢快递柜，位置：A区-05号柜。取件码：857362。请凭码在48小时内取出。📦,中优先级
【美团】😋您的午餐优惠券已到账！满20减5元，仅限今天有效，快来下单你最爱的美食吧！点击查看>> t.cn/AbCd123,低优先级/垃圾
【小红书】您关注的博主「旅行的小猪」更新啦：“国庆反向旅游，这个宝藏小城也太美了！”,低优先级/垃圾
【建设银行】推荐办卡，享千元好礼！成功推荐亲友办理我行信用卡，两人均可获得丰厚奖励，名额有限！,低优先级/垃圾
【中国移动】温馨提示：截至11月25日16:00，您本月套餐内流量已使用超过85%，为避免超额产生高额费用，建议您订购流量叠加包。,中优先级
钉钉：[日报助手] 温馨提醒：现在是17:30，距离日报提交截止时间还有30分钟，请尽快完成并提交。,中优先级
【招商银行】年末礼遇！尊敬的客户，诚邀您体验我行“e招贷”备用金服务，最高额度30万，利率优惠低至3.7%，点击链接立即申请！t.cn/xxxxx,低优先级/垃圾
钉钉日程提醒：会议“Q4季度复盘紧急会议”将在10分钟后（14:30）开始，请准时参加。,高优先级
【顺丰速运】快递员张师傅（185****1122）正在为您派件，运单号SF100...234，预计送达时间15:00-17:00，请保持电话畅通。,中优先级
[高中同学群] 张三：周六晚上大家有空吗？老地方聚一下，吃个饭唱个歌？,中优先级
"【招商银行】您尾号8841的储蓄卡11月25日14:32快捷支付支出(特约)人民币188.00元，活期余额10,245.50元。",高优先级
【顺丰速运】您的快件(SF1029384756xxx)已由本人签收。感谢使用顺丰，期待再次为您服务！📦,中优先级
QQ群通知：~原神萌新交流群~ 欢迎新朋友！进来一起抽卡打本，分享欧气！点击加入：[链接],低优先级/垃圾
飞书：【会议变更】原定于今天下午4点的产品需求评审会，因故推迟到明天上午10点，会议链接不变。,中优先级
妈妈：您有1个来自“妈妈”的未接视频通话，3分钟前。,高优先级
支付宝 - 您的花呗额度已提升！快来领取专属消费红包，最高88元！🧧,低优先级/垃圾
【携程旅行】尊敬的旅客，您预订的航班 CZ3101（广州-北京）将于明天 08:00 起飞，请提前2小时到达机场办理登机手续。祝您旅途愉快！✈️,高优先级
"【中国建设银行】您尾号为6821的储蓄账户于11月02日09:01完成一笔转账交易，金额为-15,000.00元。如非本人操作，请立即致电95533。💳",高优先级
【抖音】验证码 882031，用于登录验证，5分钟内有效。请勿将验证码泄露给任何人。,高优先级
【原神】2.8版本「夏日！海岛？大冒险！」现已开启！登录即送600原石，参与活动赢取限定角色！🔥,低优先级/垃圾
【中国移动】截至今天14:30，您本月套餐内高速流量仅剩1.02GB，超出后将限速。回复“LL”办理加油包。,中优先级
【携程旅行】温馨提示：您预订的航班 CZ3101（广州-北京）即将于今天 19:00 开始办理登机，请尽快前往B23登机口。,高优先级
电话服务 - 您有1个来自 +86185... 的未接来电（今天 09:45）。,高优先级
【中国移动】尊敬的客户，截至今日18:00，您本月套餐内流量仅剩10%，超出部分将按标准资费收取。,中优先级
钉钉> 人事：【重要通知】关于2024年劳动节放假安排已发布在公告区，请各位同事及时查阅并安排好工作交接。,中优先级
Google：您的 Google 帐号 G-******@gmail.com 刚刚在一台新的 Windows 设备上登录。如果这不是您，请立即检查您的帐号活动。,中优先级
【建行】龙卡星期六，美食半价享！本周六在指定商户消费，使用龙卡信用卡支付即享5折优惠！详情见官网。,低优先级/垃圾
【哔哩哔哩】您的安全码为：B-249871 (用于绑定手机)，请在页面填写以完成后续操作。,高优先级
【建设银行】尊敬的客户，您的“快贷”备用金额度已提升至80000元，年化利率低至3.55%，点击 t.cn/AbcDEfg 立即启用，24小时内有效。,低优先级/垃圾
[来电提醒] 您有一个来自“妈妈”的未接来电，回拨号码 139********。时间：刚刚。,高优先级
【携程旅行】尊敬的旅客，您预订的11月8日 HU7603 航班已开放网上值机，请及时办理选座。,高优先级
“618剁手互助群”：@所有人 快来帮我点一下，就差你了！复制此口令 ￥CZ88Lp￥ 打开手机淘宝即可助力！🚀,低优先级/垃圾
【顺丰速运】快件SF1234567890由于天气原因（暴雨）派送延迟，我们将尽快为您安排新的派送时间，给您带来不便敬请谅解。,高优先级
【京东】11.11狂欢开启！全场家电满1000减100，PLUS会员再享折上折！错过等一年！立即抢购>> https://jd.com/promo 💳,低优先级/垃圾
【支付宝】验证码 885231，您正在进行登录操作，5分钟内有效。切勿泄露给他人。,高优先级
钱包：您刚刚使用尾号为1234的交通银行卡通过Apple Pay在星巴克完成了一笔支付。,中优先级
(顺丰速运) 派件提醒：您从北京发往上海的快件(SF100...2345)正在派送中，派件员：王师傅 138****1234。预计今天 17:00 前送达。📦,中优先级
[飞书] 您提交的“【7月】办公用品采购”审批已通过。,中优先级
【中国建设银行】诚邀您办理龙卡汽车卡，享加油返现、免费洗车等多重好礼，生活从此更精彩！详询网点。,低优先级/垃圾
【中国电信】您的 auth code 是 7748。此动态码 5 分钟内有效，请勿泄露。,高优先级
【Steam】您的登录动态码为 FGH78。为了您的账户安全，请勿告知他人。,高优先级
顺丰速运：【投递异常】尊敬的客户，您的快件(SF123456789)因地址无人接收，投递失败。我们将于明日再次尝试，或联系客服改约。,高优先级
【中国建设银行】龙卡信用卡分期钜惠来袭！任意消费满500元即可申请分期，手续费低至3折，轻松缓解您的还款压力！详询95533。💳,低优先级/垃圾
[QQ安全中心] 检测到您的账号可能存在被盗风险，建议立即修改密码。 http://aq.qq.com,高优先级
中国联通：温馨提示，截至今日18:00，您本月套餐内高速流量仅剩325MB，超出后将降速。建议订购流量叠加包。,中优先级
【原神】2.8版本「盛夏！海岛？大冒险！」现已上线！全新角色、地图、活动等你探索，立即登录领取原石奖励！,低优先级/垃圾
【菜鸟】您的快递已放入8栋楼下菜鸟驿站，取件码 8-15-2201。请凭码取件，如有问题联系站长。,中优先级
【中国建设银行】您尾号为1109的信用卡账单已出，本期应还款2450.60元，最后还款日为下月15日。,高优先级
【美团】您的外卖订单已由骑手接单，预计30分钟内送达，请耐心等待。,中优先级
【抖音】您的验证码是 882541，用于登录验证，5分钟内有效。为保障您的账号安全，请勿向他人泄露。,高优先级
B站：您关注的UP主“罗翔说刑法”开播啦：【直播】聊聊最近的法律热点，快来围观！,低优先级/垃圾
QQ群 - 优惠券内部群(99+)：[链接] 帮我点一下拼多多，就差你了！成功后给你发大红包！,低优先级/垃圾
"【工商银行】您尾号为6673的储蓄卡于11月10日10:00工资收入人民币8,560.00元，当前账户余额12,345.67元。[支付宝]",高优先级
【微信】大学同学群 (28条新消息) 张三：@所有人 周六有空的一起出来聚个餐啊？好久没见了！,中优先级
【招商银行】尊敬的客户，您的“e招贷”备用金额度已提升至5万元，年化利率低至3.7%起，点击领取 https://t.cn/AbcDEf,低优先级/垃圾
【Google】您的 Google 帳戶驗證碼是 G-582047。This is a one-time code.,高优先级
中通快递：【签收提醒】您的快递（7581234567890）已由物业前台代签。感谢您的信任，期待下次为您服务！,中优先级
【顺丰速运】尊敬的客户，您从北京发往上海的快件SF1000123456789，因天气原因预计将延迟1天送达，敬请谅解。,中优先级
【中国电信】您的短信OTP为 952742，用于办理业务，2分钟内有效。如非本人操作，请忽略。[欢go],高优先级
"钱包: 您的信用卡(尾号1234)本期账单¥5,432.10，最后还款日为11月10日，请及时还款以免影响您的信用。",高优先级
菜鸟：包裹已放入B栋楼下菜鸟驿站23号柜，取件码9-284756。请凭码取件，感谢您的使用！,中优先级
【顺丰速运】您的快件SF1029384756291派送中，快递员王师傅（185****5678）预计今天14:30送达，请保持电话畅通。📦,中优先级
微信读书：您加入的群聊“深夜读书社”有12条新消息。,中优先级
[微信] 同学：你那份报告写得怎么样了？明天就要交了，我还没开始动呢... 😭,中优先级
妈妈：在干嘛呢？晚上回家吃饭吗？,中优先级
【淘宝】直播预告：您关注的李佳琦Austin将于今晚8点准时开播！超多美妆好物，限时秒杀，不见不散！🔥,低优先级/垃圾
B站: 您的 one-time code 是 554823，用于登录验证。,高优先级
【菜鸟】您的包裹已到达「幸福小区北门菜鸟驿站」，请凭取件码 3-4-5678 前往领取，保管期3天。,中优先级
【中国移动】温馨提示：截至今日18:00，您本月套餐内流量仅剩500MB，超出后将按标准资费计费。,中优先级
原神：3.8版本「清夏！乐园？大秘境！」现已推出！全新活动剧情、地图和角色等你探索。即刻登录游戏领取原石奖励！,低优先级/垃圾
【中通快递】很抱歉，由于暴雨天气影响，您的包裹派送将有所延迟，预计顺延1-2天送达，敬请谅解。,中优先级
菜鸟：包裹已放入菜鸟驿站，凭取件码【1-2-3456】在20:00前领取。,中优先级
【微信支付】信用卡还款提醒：您尾号为4399的招商银行信用卡本期账单856.30元，最后还款日为11月28日，请及时还款避免逾期。,中优先级
中通快递：您的快件（尾号3345）已由本人签收。感谢您使用中通快递！,中优先级
【中国联通】尊敬的用户，截至今日18:00，您本月套餐内流量仅剩521MB，为避免影响使用，建议您订购流量加油包。,中优先级
【系统】设备存储空间严重不足，剩余空间仅256MB。部分系统功能可能无法正常使用，请立即清理。,中优先级
【京东物流】您的订单987654321已由[京东快递]完成签收，感谢您在京东购物！,中优先级
[Google] 您的 Google 验证码是 G-193746。,高优先级
【美团外卖】您的20元无门槛美食红包已到账！深夜食堂，品质夜宵5折起！今夜不饿肚，点击下单！🍔,低优先级/垃圾
小红书：太棒了！有100+位薯友喜欢了你的新笔记《周末brunch探店指南》✨，快去看看大家的评论吧！,低优先级/垃圾
微信：相亲相爱一家人(23)：妈妈：[图片] 看看我今天做的红烧肉！晚上早点回家吃饭。,中优先级
携程旅行：航班动态提醒，您预订的 CA1832 北京-上海 航班即将于 2 小时后开始办理登机，请及时前往机场。,高优先级
【招商银行】尊敬的客户，您的信用良好，诚邀您办理我行车主卡，享加油85折优惠，更有千元好礼！详情戳 t.cn/AbcDeFg 退订回T,低优先级/垃圾
邮件: 【新邮件】发件人：技术支持；主题：Re: 关于服务器部署问题。,中优先级
Your Steam account one-time code is 7KFXM.,高优先级
张三: 在吗？关于上次我们聊的那个合作，我这边准备好合同初稿了，你看什么时候方便我们电话沟通一下细节？,中优先级
【淘宝】双11狂欢倒计时！您购物车里的宝贝降价啦，超多红包等你来抢，立即加购，不要错过！,低优先级/垃圾
飞书~人事：【通知】关于2024年国庆节放假安排的通知已发布，请各位同事查阅并做好工作交接。,中优先级
工商银行：我行“融e借”信用贷款产品利率优惠中，最高额度30万，线上申请秒速到账，详情请咨询您的客户经理或登录手机银行。,低优先级/垃圾
电话：您有1个来自+86139...的未接来电。刚刚。,中优先级
【建设银行】尊敬的客户，我行推出“龙卡星期六”活动，每周六在指定商户消费享满100减50优惠，名额有限，先到先得！,低优先级/垃圾
系统更新 | 您的手机检测到新的系统软件更新（MIUI 14.0.5），建议在WLAN环境下下载并安装以获得更佳体验。,中优先级
【Steam】您的登录验证码（auth code）是 JX3P5。,高优先级
支付宝：您的花呗账单日为每月1日，本期账单856.50元，请在10日前完成还款，避免逾期影响信用。,高优先级
~~电量过低~~ 当前电量仅剩15%，部分后台应用已停止运行以节省电量，请尽快连接充电器。,中优先级
【钱包】您的iPhone存储空间几乎已满。您可以在“设置”中管理您的储存空间。,中优先级
【招商银行】尊敬的客户，您的备用金资格已刷新！高达5万元额度，随借随还，限时免息券待领取，点击 t.cn/AbcDeFg 办理。回T退订,低优先级/垃圾
【中国电信】尊敬的用户，您好！您的手机套餐本月已使用流量8.92GB，剩余1.08GB。为避免影响您的正常使用，建议订购流量叠加包。,中优先级
HR：~通知~ 明天下午全体员工大会，请各位安排好手头工作，2点准时在大会议室集合，不要迟到。,中优先级
妈妈：未接来电（刚刚）,高优先级
招商银行: 您尾号8841的储蓄卡11月1日 08:30快捷支付支出人民币158.00元，交易对手：美团。,高优先级
【美团】送您一张20-5元外卖美食券，周末加餐必备！今天24点前可用，戳>> meituan.com/hongbao,低优先级/垃圾
【中国移动】系统检测到您的号码存在异常活动，可能涉嫌违规操作。为保护您的权益，部分通信功能将受限。详情咨询10086。,高优先级
携程旅行 - 航班起飞提醒：您预订的MU5101航班将于今天19:45起飞，请尽快前往B23登机口。✈️,高优先级
【招商银行】您尾号8842的储蓄卡11月25日14:30快捷支付支出人民币128.00元，摘要：美团。如有疑问请致电95555。,高优先级
🔥京东618年中大促火热进行中！全场家电满3000减300，百亿补贴等你来抢！立即查看：https://jd.com/promo,低优先级/垃圾
【飞书】审批通知：您提交的“采购申请-办公用品”已由王经理审批通过。,中优先级
【Steam】您的 Steam 帐户的一次性登录码是 JX3V7。,高优先级
【菜鸟】您的快递已到“小区南门菜鸟驿站”，请凭取件码 1-8-8866 在今天21:00前取件，超时将可能产生保管费。,中优先级
微信 | 老同学王伟: 在吗？上次说的那个技术方案，你这边有进展了吗？,中优先级
【顺丰速运】寄件福利！新用户首单立减10元，邀请好友更能赢取免费寄件券，快来体验极致速运服务吧！,低优先级/垃圾
"【招商银行】您尾号为6821的信用卡消费人民币1,268.00元，交易摘要：京东商城。若非本人操作，请立即致电95555。",高优先级
"【招商银行】尊敬的客户，您的信用额度已预审通过，最高可提至50,000元！点击 t.cn/AbCdEfG 立即申请，乐享生活！回T退订",低优先级/垃圾
日历提醒 · 15分钟后：周会（项目A进度同步），会议室301,高优先级
顺丰速运：快递员小丰（185****5678）正在为您派送快件 SF1234567890，预计今日送达，请保持电话畅通。📦,中优先级
【中国建设银行】动态码：745830，您正在进行转账操作，金额5000.00元，切勿转发。,高优先级
菜鸟：您的快递(尾号3456)已由【幸福小区北门菜鸟驿站】代收，请凭取件码【6-88-1234】尽快领取。📦,中优先级
QQ邮箱：您的 one-time code 是 7H3J8K。此代码在 10 分钟后失效。,高优先级
老板：那个季度的报告数据有点问题，你现在方便的话马上来我办公室一趟。,高优先级
【Bilibili】您正在登录哔哩哔哩，动态码为[893122]，5分钟内有效。如非本人操作，请忽略。,高优先级
【拼多多】您的好友“小明”给您发来一个砍价红包，就差您一刀就能免费拿iPhone 15啦！快来帮TA一下吧！,低优先级/垃圾
【Apple ID】您的 Apple ID 验证码是：745019。请勿与他人分享。此代码将在 10 分钟后失效。,高优先级
支付宝：您已成功向“饿了么”支付25.50元。如有疑问，请联系商家或支付宝客服。,高优先级
QQ：群聊“王者荣耀开黑群(88)”有99+条新消息，快去看看吧。,低优先级/垃圾
钉钉 | 人事：【会议通知】关于Q3季度复盘会的会议时间变更为明天上午10:00，会议室501，请各位准时参加。,中优先级
【中国移动】5G套餐特惠升级！每月仅需19元，畅享60GB高速流量和专属会员权益，点击 m.10086.cn/abc 办理。,低优先级/垃圾
您有 1 个来自 “妈妈” 的未接来电，回拨请点击。,高优先级
老板：小王，下午三点的客户资料最终版发我一份，急用。,中优先级
【建设银行】理财推荐 | “建行龙钱宝”七日年化收益率达3.5%，稳健投资首选，立即申购，让您的财富稳步增长。详情咨询网点。,低优先级/垃圾
钉钉 - 老板: 刚刚发的那个方案，今天下班前给我一个反馈。,中优先级
【拼多多】百亿补贴又降价啦！iPhone 15 Pro Max 直降¥1200，仅限今天！戳 https://p.pdd.com/xxxx 查看详情 🔥,低优先级/垃圾
【中国建设银行】尊敬的客户，我行推出“快贷”专属额度，最高30万元，年化利率低至3.6%，线上申请，秒速到账。详情请询95533。,低优先级/垃圾
【美团外卖】周末宅家神券！送您一张20-5元炸鸡汉堡通用红包，仅限本周末使用，快来犒劳一下自己吧！,低优先级/垃圾
携程旅行：尊敬的旅客，您预订的 CA1501（北京-上海）航班将于今天 14:30 起飞，请您提前2小时到达机场办理登机手续。,高优先级
HR：【通知】关于2024年元旦放假安排的通知已发布至公司内网，请各位同事查阅并提前安排好工作。,中优先级
【京东物流】您的订单(1008612345)已放入小区门口的京东快递柜，取件码：857312，请凭码取件。感谢您的支持！,中优先级
企业微信 | HR-李静：你提交的“出差申请-北京”审批已通过，请在系统内查看详情。,中优先级
原神：亲爱的旅行者，《原神》4.2版本“正义的酬偿”现已上线！全新角色、剧情、地图等你探索，立即登录领取600原石奖励！,低优先级/垃圾
【建设银行】尊敬的客户，您的信用卡账单已出，本期应还款2580.30元，最后还款日为25日，请及时处理。,高优先级
【系统】存储空间严重不足。您可能无法安装应用或接收新照片。请前往“设置”以管理储存空间。,中优先级
[QQ] “相亲相爱一家人”(8)：三姑发来一个砍价链接并@所有人 “快帮我点一下，就差你了！”,低优先级/垃圾
招商银行：诚邀您体验我行“消费备用金”服务，额度高达20万，年化利率低至7.2%起，戳 t.cn/A6pE8xyz 了解详情。回T退订,低优先级/垃圾
钉钉 • 日程提醒：会议“Q4 产品复盘会”将在 10 分钟后（今天 14:30）开始，请准时参加。,高优先级
您的 Steam 账户一次性登录码为 JX7P2，请在登录时输入此 auth code。,高优先级
【邮件】[紧急] Re: 线上服务器宕机报告 - 来自: 运维部,高优先级
"【中国建设银行】您尾号1234的储蓄卡账户09:15入账人民币20,000.00元，活期余额...[建行]",高优先级
[淘宝] 亲，您关注的店铺“XX旗舰店”正在直播！超多福利等你来抢，点击进入直播间 >> https://live.taobao.com/xxx,低优先级/垃圾
【小红书】周末探店攻略：发现一家宝藏咖啡馆，氛围感拉满，出片率100%！快来看看吧>> xhs.com/abcdef,低优先级/垃圾
【原神】亲爱的旅行者，《原神》4.3版本“蔷薇与铳枪”现已上线！全新角色、剧情和活动等你探索，立即更新，领取600原石奖励！,低优先级/垃圾
【顺丰速运】寄件优惠券到账！现在下单寄大件，首重立减10元，还有机会赢取免单大奖，快来体验吧！,低优先级/垃圾
【Google】您的 Google 帐号验证码是 G-749102。请勿与任何人分享此验证码。,高优先级
Apple ID | 您的 Apple ID 验证码是：401882。请勿与任何人分享此验证码。,高优先级
【Bilibili】您的动态码是 5938，用于登录哔哩哔哩。此动态码 5 分钟内有效。,高优先级
【招商银行】尊敬的客户，诚邀您体验我行“随心分”业务，账单分期享好礼，手续费低至3折！详情戳 t.cn/AbcDEf 回T退订,低优先级/垃圾
【菜鸟】您的快递已由「丰巢快递柜」代收，取件码：88-123456。请凭码取件，如有疑问联系派送员 159********。📦,中优先级
[京东物流] 【派送中】您在京东购买的商品已安排快递员“刘师傅”（188****1234）为您派送，预计今天18:00前送达，请保持电话畅通。,中优先级
